ds,yhat,yhat_lower,yhat_upper
2010-05-16,14970.576480770382,-1591.4668153905884,30716.059682401723
2010-05-17,25966.671154803375,9775.181044466632,41784.19006046751
2010-05-18,28247.38701376639,12234.766312218402,43632.5865670739
2010-05-19,25185.338602086835,9093.350125660423,40609.21927979042
2010-05-20,31968.04748763789,15983.184714636991,48166.9306549283
2010-05-21,21941.285402455036,5869.129573509689,38715.35586018036
2010-05-23,12163.129177806555,-4149.002231164421,28439.182564289626
2010-05-24,23584.14914085665,8295.609276813953,39972.707330241814
2010-05-25,26349.140769595488,10503.389870474412,42481.390125796184
2010-05-26,23814.57628585436,8305.614102159274,39650.2586107509
2010-05-27,31150.723010506565,16642.528905146264,48098.3759370005
2010-05-28,21685.511598611098,6679.259529443458,37862.62065943436
2010-05-30,12983.724449858237,-3053.034855681999,28499.627535647527
2010-06-01,28073.28259842097,12907.034508520806,45222.09282785898
2010-06-02,25889.767477910824,10273.73914572752,41867.97290522908
2010-06-03,33494.7883277723,16543.327760626165,49861.02086492644
2010-06-04,24208.17662828967,8669.139921491931,41394.51940296569
2010-06-06,15574.596512004791,-688.2582483321526,31937.38877456803
2010-06-07,27364.587825487462,12598.672318896784,43649.57089897285
2010-06-08,30346.481545293624,14007.712916229028,45854.8542176602
2010-06-09,27870.21076730352,13870.343649217764,44146.77872701113
2010-06-10,35104.404734165495,17811.988567781886,52307.98362236159
2010-06-11,25380.266019839968,9811.404472175293,41188.86381271078
2010-06-13,15726.366164664516,-159.99725802599568,31979.532977022456
2010-06-14,26964.366632093817,9952.064937853638,42248.05270539582
2010-06-15,29388.226906614826,13674.60666573517,44762.46040843612
2010-06-16,26364.501343654036,11432.320345867947,42823.51422608213
2010-06-17,33078.03068090037,16122.999206640714,48631.72446418889
2010-06-18,22875.33615758747,7470.346963975537,39475.551425555816
2010-06-20,12444.794296048944,-3538.534242418828,27433.224094408488
2010-06-21,23407.048585167162,5585.359831480183,39265.202340443386
2010-06-22,25641.316474166248,10494.540515222376,42204.3870173768
2010-06-23,22519.286727407085,7942.90416748674,39756.810051403154
2010-06-24,29228.209095795755,13545.989706188226,45060.76907280947
2010-06-25,19114.24355230228,1818.210473303063,35358.3415446181
2010-06-27,9126.191704325463,-7033.610494305927,24910.698977634893
2010-06-28,20428.39891126814,4062.0996634851776,36590.310187755276
2010-06-29,23068.81190918864,7511.5456136316125,40350.291995625164
2010-06-30,20407.074309697222,4212.491023644566,36806.545557540456
2010-07-01,27616.975459543813,10573.82683694377,42913.904087278075
2010-07-02,18030.22518959873,1937.9546196291428,34305.4157911478
2010-07-04,9115.284570418882,-7133.01738792314,25227.490876912256
2010-07-05,20933.646241373033,4647.260522879712,37321.063758764714
2010-07-06,24057.871442736425,7718.405737080952,40280.15208520268
2010-07-07,21834.99722707826,7121.525251235683,38903.28287799111
2010-07-08,29427.81859079154,14464.300955532632,45107.65285659615
2010-07-09,20158.978818494415,3845.756799204645,36418.37408560996
2010-07-11,11659.642426371207,-4200.517307652019,26600.027916123458
2010-07-12,23569.10885108017,6886.062005463338,40887.8286219089
2010-07-13,26706.380752187997,11168.409153076602,42707.15957729507
2010-07-14,24421.358672599617,9199.580233474173,40731.33818781592
2010-07-15,31882.006116041415,16483.64877608917,46909.73119451519
2010-07-16,22418.236729045486,6360.448001460626,38618.683950817496
2010-07-18,13378.697531674628,-2302.809837278246,28990.68276852623
2010-07-19,24965.25338651342,8680.483435927537,40479.66808041813
2010-07-20,27760.809807327558,11747.50955848218,43104.99943391761
2010-07-21,25128.06150130866,9327.187517499113,40719.040305343435
2010-07-22,32247.644953414543,16409.028343631715,48099.506256463486
2010-07-23,22461.602027703047,6853.782482966256,37297.602559069484
2010-07-25,12877.294820363793,-3192.6445426634227,28027.153829240564
2010-07-26,24259.44770365748,7731.752553579369,40221.81133373634
2010-07-27,26904.9855594537,10829.916421798765,43308.50923479937
2010-07-28,24180.818247756433,7914.121757241754,40229.15627972192
2010-07-29,31269.560930520252,15718.505204242208,48455.72025400252
2010-07-30,21512.943257241517,5282.140576579862,37626.05837831408
2010-08-01,12155.796490616447,-3613.759073323237,27956.43280169631
2010-08-02,23724.194150543346,7933.098281293326,40000.98498465483
2010-08-03,26593.67726707478,11520.065803488738,43635.13964371863
2010-08-04,24121.210144078745,8803.002471273072,40926.71596999523
2010-08-05,31478.364911338907,14464.772169878108,48539.62625641734
2010-08-06,21995.123154409335,5082.527786637888,38303.99916017131
2010-08-08,13151.630820120648,-2643.426905487472,29248.206761127665
2010-08-09,24937.110584672297,8277.578290728154,40434.05534669242
2010-08-10,27983.094805028944,10854.050397805499,44138.739217300536
2010-08-11,25637.615504687165,9081.892257422385,41519.46278993794
2010-08-12,33065.040721571626,16217.310357315742,48397.61540644392
2010-08-13,23590.168610689547,7655.222846045515,39826.57550132321
2010-08-15,14568.384601662601,-2430.980516457897,30152.705551833365
2010-08-16,26168.63534547914,10081.40993197059,41958.699848882956
2010-08-17,28970.432238833848,13850.503446480847,44701.54875054345
2010-08-18,26328.652160757505,12047.38440158803,43096.18547215213
2010-08-19,33416.74426974465,17442.653922981823,50369.192698622726
2010-08-20,23570.58301968968,7321.773771606715,40556.39042601446
2010-08-22,13762.706302083106,-2559.7863356133803,29751.307628948784
2010-08-23,24977.187746286814,8392.201028461353,40981.0794533493
2010-08-24,27418.44520792902,10979.08697851832,43117.88296965752
2010-08-25,24456.692010118226,8707.440826331967,39793.566134557834
2010-08-26,31280.165796539033,16641.61918354312,47123.4178417233
2010-08-27,21238.494432158837,4742.06445399171,38199.19960747055
2010-08-29,11294.001446409986,-5056.757157944958,25925.599158566383
2010-08-31,25209.270168063977,8132.868838172108,40792.16785703784
2010-09-01,22537.405796347437,7219.4190226756755,38230.15121958077
2010-09-02,29757.82716342375,11448.02453658896,45590.20796507078
2010-09-03,20216.52315127892,4183.575521287469,36590.23565540988
2010-09-05,11553.095995310052,-3687.731613731396,26480.426368434837
2010-09-06,23603.26742905344,7058.582089672464,39393.986321561315
2010-09-07,27044.72354986633,10834.90298245601,43852.88216601058
2010-09-08,25233.02828974437,10587.217783673377,40947.48693040857
2010-09-09,33337.02370050289,17594.30927637634,48905.822631224306
2010-09-10,24682.609514130494,8205.0218335311,41157.53020076277
2010-09-12,17719.674166909397,1361.0764700156808,34776.721086335245
2010-09-13,30542.086142802185,14236.579121989702,46838.35631750723
2010-09-14,34677.518142792775,19053.1395116306,50678.35766997546
2010-09-15,33463.65589739771,17820.556769724382,50290.50465568712
2010-09-16,42053.53804266053,26531.59723735146,58009.50760818501
2010-09-17,33759.79444327681,16546.125594633566,49777.338980105036
2010-09-19,27104.417792434877,10777.168775611484,42371.46421189171
2010-09-20,39862.97925054627,24170.502015097332,55335.16670228246
2010-09-21,43788.22541278807,27075.66923033704,60850.41886002835
2010-09-22,42221.43565641371,26961.93320329443,56825.505307336585
2010-09-23,50322.80314409909,34168.582277681526,65603.67377888881
2010-09-24,41415.503441440895,26205.166806998102,57840.19898726699
2010-09-26,33215.34708461733,18263.978028417572,48493.75299832727
2010-09-27,45077.90859968292,29446.620392269284,61526.27741449195
2010-09-28,48051.62722400501,32661.671760965757,64908.029274339046
2010-09-29,45499.68608731244,29275.137907899683,61407.33846018554
2010-09-30,52604.87692220087,36817.015854359306,68973.10021658568
2010-10-01,42713.05838463455,26557.931435976116,59055.427626863595
2010-10-03,32666.33027280875,15791.9789310473,48295.29126728744
2010-10-04,43707.20402392261,28450.2453098823,60764.79706220209
2010-10-05,45950.541044067715,31091.679544335817,63455.74370417413
2010-10-06,42773.99215621988,26477.648218233062,60011.48891112858
2010-10-07,49371.7806040383,33110.62873152461,63978.42937006501
2010-10-08,39097.87323132026,23409.853552064113,54585.19491056373
2010-10-10,28677.683797672344,12343.810058650839,44836.10989826827
2010-10-11,39725.58481725913,23489.407988939725,56210.66440999949
2010-10-12,42098.20009482949,26035.32885349478,58267.9748722457
2010-10-13,39163.8817186674,23597.633519012656,54504.314806319184
2010-10-14,46104.628419648856,30515.03081639217,61576.93521158126
2010-10-15,36259.65779278484,21304.565522383815,51084.23266237969
2010-10-17,26886.558511728974,10708.842572470912,42846.68086919392
2010-10-18,38515.03281247346,23422.723260504372,55847.96327960268
2010-10-19,41480.21529450073,24765.90847869271,57214.528171678794
2010-10-20,39131.11876891393,24012.80970350748,55936.699014864775
2010-10-21,46631.264267966544,30537.081468941687,62170.82579569408
2010-10-22,37302.82045559328,21012.590821956757,53057.599281189076
2010-10-24,28776.1674874819,13774.254073753873,44858.915926369205
2010-10-25,40711.96461008288,24954.69738554246,57092.73571660701
2010-10-26,43897.07800070979,27115.01323736317,59269.30754307995
2010-10-27,41676.97181933827,24919.829032622707,57103.2065074131
2010-10-28,49214.983445954604,32826.29427513585,64845.363185382565
2010-10-29,39836.44536992104,22388.41693100343,54609.098029234265
2010-10-31,30974.260923095684,15717.056984572811,46042.131155343566
2010-11-01,42646.04589647997,26206.9697060625,59081.83092581906
2010-11-02,45521.294705551474,28952.471873769126,61391.186034957944
2010-11-03,42961.52802289276,26623.468703218157,59317.556258382916
2010-11-04,50147.347254968045,33732.24033396409,65774.65442871467
2010-11-05,40421.959493301016,24545.26670963121,57047.330416330864
2010-11-07,30952.907853663994,14548.67710635871,45687.48648467117
2010-11-08,42397.850778714375,26165.051561841232,58354.08924419166
2010-11-09,45116.74637379845,30153.52660805674,61210.21175759382
2010-11-10,42482.839814296494,27490.65714986859,58801.00731597864
2010-11-11,49685.60414477218,34720.71083771085,65586.61409526916
2010-11-12,40073.87980563859,24110.4845390764,57122.10344821915
2010-11-14,31127.023631733315,16274.001875129192,45745.219824319254
2010-11-15,42973.51204063292,27280.353768363126,59424.94605620588
2010-11-16,46176.67928399295,29807.164755044698,62019.61946418164
2010-11-17,44097.09801845185,27806.444141617438,59762.32337619538
2010-11-18,51908.29120483688,33936.26096277133,67191.57673919627
2010-11-19,42940.264076942505,27412.230895819623,59440.18489054146
2010-11-21,35299.87683449719,19153.01723082263,51503.37488347401
2010-11-22,47761.881035673156,32614.72726771849,64200.910862100405
2010-11-23,51522.670241604465,35065.444459190716,68364.72664242199
2010-11-24,49918.407712947504,33567.90285890098,64722.41787030723
2010-11-25,58099.22122007757,42163.90382912165,75216.91883928012
2010-11-26,49373.47137752321,33390.19948132522,65623.28581046137
2010-11-28,41761.96136557753,26664.156695052963,56707.387364840535
2010-11-29,53982.09166337979,36547.21998732425,71416.01687564592
2010-11-30,57317.786080707876,41554.865634880414,74152.71921924697
2010-12-01,55101.554368946854,39122.76193897186,70112.27566442863
2010-12-02,62484.696622447664,47637.38838681755,79615.72994662855
2010-12-03,52781.70720137423,35446.996731979416,68176.10080959059
2010-12-05,42726.221208902825,26707.36394491007,59131.51149055188
2010-12-06,53516.009145262564,37610.61430413701,69012.69908842393
2010-12-07,55313.90439825901,39517.20893649488,71901.00869430412
2010-12-08,51480.66160507832,36504.39715004679,68022.17519309965
2010-12-09,57198.81423940093,41636.82339491585,75115.56078974078
2010-12-10,45816.35037570707,30766.12677696861,60825.568389149834
2010-12-12,32498.864647015413,16588.376113154365,48252.03933062687
2010-12-13,41776.940101874985,26257.130495695008,57618.52994030291
2010-12-14,42188.47809297762,26639.214281221895,57903.076112797564
2010-12-15,37126.243450242255,20183.482598470455,51698.44650206629
2010-12-16,41801.873454756234,25595.147896052036,57832.62620904812
2010-12-17,29588.776624879858,13220.294362188119,44628.24025281868
2010-12-19,15324.910451858137,144.50799725040991,30782.822113270082
2010-12-20,24513.971570109214,7881.656934538624,40095.18570744978
2010-12-21,25101.052226557564,8028.210916982448,41810.846077611386
2010-12-22,20477.856745378536,4484.572945679588,36226.130196652506
2010-12-23,25848.975541966574,10070.227102210065,42604.15634580192
2011-01-04,19094.44416998773,3225.959475627629,34688.52396390042
2011-01-05,17701.581133860054,1196.2248591905995,34536.75081811861
2011-01-06,26185.50735234219,9489.377085683764,40891.83339586691
2011-01-07,17843.90845748916,1390.0441304426333,33706.337583118795
2011-01-09,11207.325818763435,-4601.663164812403,27316.065750843685
2011-01-10,24003.658616518594,8892.318116644477,39802.187321953694
2011-01-11,27967.655273071145,11833.775325565628,44418.894947722314
2011-01-12,26428.551462922267,11040.601323199515,41403.23245662041
2011-01-13,34535.91090781966,18298.622936681313,50330.481264484224
2011-01-14,25603.884428109537,9690.39803313207,41789.446078654066
2011-01-16,17234.86586696918,1146.6559074985294,32155.18423932642
2011-01-17,28944.33455774516,12275.51119513925,45739.682260367306
2011-01-18,31716.37929959968,16199.686342306322,48170.5983721661
2011-01-19,28914.410090845944,12684.010650375623,44322.77375905309
2011-01-20,35723.21595294372,19639.01570871607,52215.67041989039
2011-01-21,25492.297300944745,9576.645698944736,41034.91391397111
2011-01-23,14661.015775103546,-1422.0360642752294,30793.771964692827
2011-01-24,25270.346285278218,9864.6396422722,41228.317436430494
2011-01-25,27066.794364949477,11455.242744585708,42494.437750805395
2011-01-26,23436.939136773166,6066.247382844022,38791.84911816906
2011-01-27,29584.272382511663,13181.558128379249,46355.28526252551
2011-01-28,18872.115606212108,3359.0838479184818,34928.43653206137
2011-01-30,7648.412991552506,-8173.158860793455,24618.30093082016
2011-01-31,18348.011864130087,2053.9689432026394,33725.93934264029
2011-02-01,20418.03076282749,3860.462718130955,35939.164839584286
2011-02-02,17233.167070477226,2409.3845511947056,33741.32899610318
2011-02-03,23980.613730556328,9058.020460451004,40096.72563022717
2011-02-04,14003.510853375486,-2124.4482793164793,30635.000342218027
2011-02-06,4558.477250985794,-10988.56452852396,21577.54324221295
2011-02-07,16248.012977456106,1853.3578355127256,32701.401734115956
2011-02-08,19337.088944955925,1944.1148209505413,34985.51380228293
2011-02-09,17171.578570846716,728.0235622908327,33321.23005398947
2011-02-10,24910.528381094457,9555.579478297384,40605.11461358753
2011-02-11,15870.389578630558,48.28215876638983,30731.871951001096
2011-02-13,8040.4817469581085,-8061.935371176582,24724.610033725607
2011-02-14,20368.216106144617,5085.754440532039,35989.81489958719
2011-02-15,23962.08600146451,7697.388176236616,39575.05928709612
2011-02-16,22157.736428554283,5262.433562024678,38311.51863316545
2011-02-17,30108.388705056885,14844.935876906904,46061.47327751106
2011-02-18,21129.15457975817,4966.424965591173,36563.772361283685
2011-02-20,12985.317913696425,-2863.323077185782,27982.95214030748
2011-02-21,24956.905435171673,8875.28350949314,40516.375646681714
2011-02-22,28080.50073783021,11149.507947442318,44973.26901393643
2011-02-23,25709.68831601622,10253.784217396347,42835.97483861165
2011-02-24,33018.097316676736,17060.88493230095,48958.15003184412
2011-02-25,23343.066040976362,7671.623141014675,40280.98611338592
2011-02-27,13740.789533224843,-2320.7163375760692,30883.723942057786
2011-02-28,24996.945965336334,10358.19868792728,41776.59169658613
2011-03-01,27444.569147307484,12310.67476930737,43822.866430898604
2011-03-02,24458.010439451693,8722.633022579665,39926.71124504887
2011-03-03,31229.403494623482,13905.480662119022,46773.318100644705
2011-03-04,21111.79597972634,5563.172008946208,37540.82887522319
2011-03-06,10954.03683314085,-5448.759532760194,26746.61790871182
2011-03-07,22111.32922663807,5757.107028026523,38011.489428694214
2011-03-08,24582.27658587397,8788.331557646256,39134.35950255757
2011-03-09,21738.59048818813,6840.465315640916,38835.900177622956
2011-03-10,28766.004705495623,14197.893031319383,44697.486478744526
2011-03-11,19007.654224126283,3422.2010368380984,36049.94197015046
2011-03-13,9823.05649967335,-5104.173643966734,26071.309345030084
2011-03-14,21560.40486461412,5824.321209258491,35971.20208088533
2011-03-15,24648.0386148538,9153.363165921359,40976.43058929269
2011-03-16,22436.973928574094,6580.750000287785,37676.128672307495
2011-03-17,30091.876311565342,15191.638292251464,46110.464202888186
2011-03-18,20935.093049255913,4545.597602225018,37554.65042980949
2011-03-20,12797.926281752654,-3173.257838056744,27979.270534795007
2011-03-21,24946.545034490344,8154.551486397874,41606.01672433788
2011-03-22,28351.38866348743,10574.81311703981,44224.07866553282
2011-03-23,26352.778535356523,9331.572066719566,42942.93916021804
2011-03-24,34107.98830876489,19062.65413957411,51233.16972016834
2011-03-25,24935.483782097643,8022.783953108381,41843.03711935092
2011-03-27,16421.380674129665,-567.6900279187358,32747.48797245702
2011-03-28,28219.016312969306,12322.71401952722,44188.60211872852
2011-03-29,31176.981910751398,15395.435410946899,47306.17485921124
2011-03-30,28648.7303407261,12393.78043665628,42260.13615130187
2011-03-31,35807.232723590234,19947.728966054136,50778.858471371605
2011-04-01,25988.745051634596,9092.898439658407,39791.10373329587
2011-04-03,16113.144842993675,-980.5461195137221,32780.131206524355
2011-04-04,27236.201616731418,10677.406034633457,44456.28434536184
2011-04-05,29550.947744107536,13249.525209799473,45103.375543810726
2011-04-06,26430.31532137524,10789.173966009572,43593.79998218478
2011-04-07,33065.28445554756,17849.392864313588,49802.936490196735
2011-04-08,22808.111898816045,7517.212016614348,39540.45999404304
2011-04-10,12360.864388352938,-2804.257338421249,29638.780508152362
2011-04-11,23369.01750964696,8006.953095103772,39249.96594022252
2011-04-12,25689.293013933293,8075.863548213662,41613.21576326597
2011-04-13,22695.09754207255,6742.2091256857175,38436.5683528324
2011-04-14,29574.339027728292,13066.017511659596,44301.816991269974
2011-04-15,19672.82441956632,4360.755378604818,35841.15000562736
2011-04-17,10228.728825986811,-6136.065623575727,25697.5437558293
2011-04-18,21856.292028040254,6935.908274848632,38492.81141404267
2011-04-19,24851.951550105572,8734.688389732883,42087.66443051559
2011-04-20,22570.024168440865,6351.054944533003,39490.751799909114
2011-04-21,30178.26908889625,14636.644888322535,45138.60215817612
2011-04-26,28646.92037370969,12107.203647840131,43952.41377143062
2011-04-27,26786.255936795173,9765.480302872511,43330.45652910221
2011-04-28,34710.64804696202,19557.30586873634,50651.28561778321
2011-05-01,17695.953470307948,1745.6510366705359,34202.854700489
2011-05-03,33000.37929209305,16129.527692334193,48916.17349594249
2011-05-04,30762.62319458461,15473.76562298872,46053.60620803208
2011-05-05,38214.90441263154,22601.412201770738,54167.789702396316
2011-05-06,28687.530056398555,13190.278809865295,44563.04735794672
2011-05-08,19361.8498311242,4165.269680730384,36262.166428677636
2011-05-09,30731.73532348356,14628.632699782236,46462.66658361811
2011-05-10,33266.978516605916,17269.58394590305,49857.06034105918
2011-05-11,30335.343662755593,13968.3444397068,46435.713176396566
2011-05-12,37123.2101583124,21042.150495018064,53273.87474988088
2011-05-13,26978.914978756973,9770.059802007941,42670.942733137985
2011-05-15,16625.65037706699,-315.55616521601274,33165.77489657895
2011-05-16,27611.24775173864,11824.356716608914,43363.60698517597
2011-05-17,29861.713756089594,14483.603662376692,45553.02452582303
2011-05-18,26750.977527396022,10569.004072639565,41964.67697049065
2011-05-19,33468.40733714633,17450.90543330221,49862.02237831305
2011-05-20,23362.094051667635,7640.343071727605,39059.72137493125
2011-05-22,13393.206984689816,-1860.7370175591032,29332.125758441656
2011-05-23,24709.33464062452,8240.061162306807,41691.95679774383
2011-05-24,27367.544173813905,11979.801712698416,44614.137465793654
2011-05-25,24727.704820564435,9013.152337060137,41062.81810682407
2011-05-26,31963.399477449944,16230.150935115122,48761.41114065289
2011-05-27,22405.694390185112,7756.585465594347,37861.346198057225
2011-05-29,13553.891985891336,-1896.601975940443,28926.542369521365
2011-05-31,28554.580057532217,13095.4414755552,44264.07285357978
2011-06-01,26353.191543518922,10578.102553030538,41397.889767285764
2011-06-02,33958.90353637085,18208.635244414832,51196.790692906194
2011-06-03,24691.481543928978,7436.604967689346,41533.88199664588
2011-06-05,16148.723945623653,284.62977418751234,31808.026989663533
2011-06-06,28007.513552168108,12402.275214984238,43807.41755001371
2011-06-07,31071.128540225694,15419.183273814482,46176.206924922146
2011-06-08,28687.01076215217,12546.655066826177,43922.202515005054
