StockCode,Description,AnnualDemand,Revenue,DailyDemand,SafetyStock,ReorderPoint,EOQ,Risk,RevenuePct,CumRevenuePct,ABC_Class
85099F,JUMBO BAG STRAWBERRY,36098,64601.65,98.8986301369863,346.14520547945204,1038.4356164383562,849.6822935662482,High Demand,0.0036408773835048362,0.09691186087817011,A
82484,WOOD BLACK BOARD ANT WHITE FINISH,10893,60513.09,29.843835616438355,104.45342465753424,313.3602739726027,466.75475359121947,High Demand,0.0034104506740461372,0.10032231155221624,A
84347,ROTATING SILVER ANGELS T-LIGHT HLDR,29498,57779.17,80.81643835616438,282.85753424657537,848.5726027397261,768.0885365633313,High Demand,0.0032563699733780963,0.10357868152559434,A
21621,VINTAGE UNION JACK BUNTING,6542,54815.12,17.923287671232877,62.73150684931507,188.19452054794522,361.71812229967134,High Demand,0.0030893194010076152,0.10666800092660195,A
15056N,EDWARDIAN PARASOL NATURAL,11027,54741.46,30.21095890410959,105.73835616438356,317.2150684931507,469.61686511453144,High Demand,0.0030851680050592305,0.10975316893166118,A
85099C,JUMBO  BAG BAROQUE BLACK WHITE,29447,53168.340000000004,80.67671232876712,282.3684931506849,847.1054794520547,767.4242633641446,High Demand,0.0029965087056521857,0.11274967763731336,A
22189,CREAM HEART CARD HOLDER,18113,52627.29,49.62465753424657,173.686301369863,521.058904109589,601.8803867879398,High Demand,0.002966015727402477,0.11571569336471584,A
22470,HEART OF WICKER LARGE,17866,52157.68000000001,48.94794520547945,171.31780821917806,513.9534246575342,597.7624946414754,High Demand,0.0029395490283620086,0.11865524239307784,A
21623,VINTAGE UNION JACK MEMOBOARD,7158,51465.619999999995,19.610958904109587,68.63835616438355,205.91506849315067,378.3649032349592,High Demand,0.0029005452939058697,0.12155578768698372,A
23084,RABBIT NIGHT LIGHT,27202,51346.2,74.52602739726028,260.841095890411,782.523287671233,737.5906723922151,High Demand,0.002893814915082138,0.12444960260206586,A
21733,RED HANGING HEART T-LIGHT HOLDER,17643,50010.85,48.33698630136986,169.17945205479452,507.5383561643836,594.020201676677,High Demand,0.002818556069308645,0.1272681586713745,A
21931,JUMBO STORAGE BAG SUKI,26239,48255.8,71.88767123287671,251.6068493150685,754.8205479452055,724.4170069787152,High Demand,0.002719643396769783,0.12998780206814428,A
22112,CHOCOLATE HOT WATER BOTTLE,10326,47555.840000000004,28.29041095890411,99.01643835616439,297.0493150684932,454.44471610967156,High Demand,0.0026801944270707424,0.13266799649521502,A
22910,PAPER CHAIN KIT VINTAGE CHRISTMAS,17294,47240.020000000004,47.38082191780822,165.83287671232875,497.49863013698626,588.115634888242,High Demand,0.0026623951619550914,0.13533039165717012,A
15056BL,EDWARDIAN PARASOL BLACK,9488,46676.22,25.994520547945207,90.98082191780823,272.9424657534247,435.6145084819834,High Demand,0.002630620018923605,0.13796101167609373,A
22178,VICTORIAN GLASS HANGING T-LIGHT,37851,46440.909999999996,103.7013698630137,362.9547945205479,1088.8643835616438,870.0689627839853,High Demand,0.002617358208163159,0.1405783698842569,A
22411,JUMBO SHOPPER VINTAGE RED PAISLEY,24690,45784.63,67.64383561643835,236.75342465753423,710.2602739726027,702.7090436304346,High Demand,0.002580370994845132,0.14315874087910202,A
21181,PLEASE ONE PERSON METAL SIGN,22724,45035.100000000006,62.25753424657534,217.90136986301368,653.7041095890411,674.1513183254929,High Demand,0.0025381283148941036,0.14569686919399613,A
22469,HEART OF WICKER SMALL,27182,45020.95,74.47123287671234,260.6493150684932,781.9479452054795,737.319469429636,High Demand,0.002537330836579283,0.1482342000305754,A
22111,SCOTTIE DOG HOT WATER BOTTLE,9487,44368.05,25.991780821917807,90.97123287671232,272.913698630137,435.5915518005371,High Demand,0.0025005341163145483,0.15073473414688995,A
21843,RED RETROSPOT CAKE STAND,4435,44314.89,12.150684931506849,42.52739726027397,127.58219178082192,297.8254522367086,Normal Demand,0.0024975380776420513,0.153232272224532,A
22386,JUMBO BAG PINK POLKADOT,23934,43967.14,65.57260273972602,229.5041095890411,688.5123287671233,691.8670392495945,High Demand,0.0024779392731205906,0.1557102114976526,A
21929,JUMBO BAG PINK VINTAGE PAISLEY,24431,43883.88,66.93424657534247,234.26986301369865,702.8095890410959,699.0135907119403,High Demand,0.0024732468318137413,0.15818345832946634,A
21754,HOME BUILDING BLOCK WORD,7468,43837.76,20.46027397260274,71.61095890410958,214.83287671232875,386.4712149694981,High Demand,0.002470647559737452,0.16065410588920379,A
22138,BAKING SET 9 PIECE RETROSPOT ,9052,43155.06,24.8,86.8,260.4,425.4879551761718,High Demand,0.0024321713445058166,0.1630862772337096,A
21731,RED TOADSTOOL LED NIGHT LIGHT,27867,42913.71,76.34794520547945,267.2178082191781,801.6534246575343,746.5520745400149,High Demand,0.002418569126040671,0.16550484635975027,A
21915,RED  HARMONICA IN BOX ,37097,41939.65,101.63561643835617,355.7246575342466,1067.17397260274,861.3593907307217,High Demand,0.0023636721841796392,0.1678685185439299,A
71477,COLOUR GLASS. STAR T-LIGHT HOLDER,14492,41555.54,39.704109589041096,138.96438356164384,416.8931506849315,538.3679039467341,High Demand,0.002342024170362995,0.1702105427142929,A
21175,GIN + TONIC DIET METAL SIGN,19958,41373.380000000005,54.679452054794524,191.37808219178083,574.1342465753426,631.7911047173741,High Demand,0.0023317578346861317,0.17254230054897904,A
22457,NATURAL SLATE HEART CHALKBOARD ,14508,41203.920000000006,39.74794520547945,139.11780821917807,417.3534246575342,538.6650164991225,High Demand,0.0023222072569314034,0.17486450780591045,A
22326,ROUND SNACK BOXES SET OF4 WOODLAND ,14855,40883.57000000001,40.6986301369863,142.44520547945206,427.33561643835617,545.0688029964657,High Demand,0.0023041526860372273,0.17716866049194768,A
82494L,WOODEN FRAME ANTIQUE WHITE ,14707,40870.82000000001,40.293150684931504,141.02602739726026,423.0780821917808,542.3467525485886,High Demand,0.0023034341101705164,0.1794720946021182,A
48138,DOORMAT UNION FLAG,6236,40720.3,17.084931506849315,59.797260273972604,179.39178082191782,353.1571887984159,High Demand,0.0022949509698209254,0.18176704557193912,A
21232,STRAWBERRY CERAMIC TRINKET BOX,34726,40675.38,95.13972602739726,332.9890410958904,998.9671232876713,833.378665433667,High Demand,0.002292419328414443,0.18405946490035358,A
20727,LUNCH BAG  BLACK SKULL.,25820,40586.2,70.73972602739725,247.5890410958904,742.7671232876712,718.6097689288673,High Demand,0.0022873932424698745,0.18634685814282345,A
22502,PICNIC BASKET WICKER 60 PIECES,61,39619.5,0.16712328767123288,0.584931506849315,1.7547945205479452,34.92849839314596,Normal Demand,0.0022329111020503323,0.1885797692448738,A
22328,ROUND SNACK BOXES SET OF 4 FRUITS ,14024,37966.840000000004,38.42191780821918,134.47671232876712,403.43013698630136,529.6036253652348,High Demand,0.0021397690164128434,0.19071953826128665,A
82482,WOODEN PICTURE FRAME WHITE FINISH,15919,37679.600000000006,43.61369863013699,152.64794520547946,457.9438356164384,564.2517168782032,High Demand,0.0021235804884164543,0.1928431187497031,A
21166,COOK WITH WINE METAL SIGN ,19833,37387.49,54.33698630136986,190.17945205479452,570.5383561643836,629.8094950062281,High Demand,0.0021071174926184273,0.19495023624232155,A
20728,LUNCH BAG CARS BLUE,23575,37071.43,64.58904109589041,226.06164383561642,678.1849315068492,686.6585760041157,High Demand,0.0020893047013688147,0.19703954094369036,A
22629,SPACEBOY LUNCH BOX ,20661,36862.29,56.605479452054794,198.11917808219178,594.3575342465754,642.821903796067,High Demand,0.0020775178027991003,0.19911705874648947,A
22114,HOT WATER BOTTLE TEA AND SYMPATHY,9325,36269.270000000004,25.54794520547945,89.41780821917808,268.25342465753425,431.8564576337837,High Demand,0.0020440958529577874,0.20116115459944725,A
84078A,SET/4 WHITE RETRO STORAGE CUBES ,1007,36259.65,2.758904109589041,9.656164383561645,28.968493150684935,141.91546779685433,Normal Demand,0.0020435536804214926,0.20320470827986875,A
23284,DOORMAT KEEP CALM AND COME IN,5342,35913.85,14.635616438356164,51.224657534246575,153.67397260273972,326.86388604432886,High Demand,0.0020240647757384703,0.20522877305560722,A
85066,CREAM SWEETHEART MINI CHEST,2997,35889.479999999996,8.210958904109589,28.73835616438356,86.21506849315068,244.82646915723797,Normal Demand,0.0020226913095524515,0.20725146436515968,A
20713,JUMBO BAG OWLS,19832,35822.62,54.33424657534247,190.16986301369863,570.5095890410959,629.7936169889307,High Demand,0.002018923154066313,0.209270387519226,A
48194,DOORMAT HEARTS,5894,35815.2,16.147945205479452,56.51780821917808,169.55342465753424,343.3365695640358,High Demand,0.0020185049710913327,0.21128889249031732,A
23298,SPOTTY BUNTING,7639,35539.25,20.92876712328767,73.25068493150684,219.75205479452052,390.8708226511669,High Demand,0.0020029527349800544,0.21329184522529737,A
84029E,RED WOOLLY HOTTIE WHITE HEART.,10299,35261.07,28.216438356164385,98.75753424657535,296.27260273972604,453.8501955491481,High Demand,0.0019872748185407164,0.2152791200438381,A
22960,JAM MAKING SET WITH JARS,8702,34851.72,23.84109589041096,83.44383561643835,250.33150684931505,417.1810158672132,High Demand,0.0019642043063024424,0.21724332435014054,A
22720,SET OF 3 CAKE TINS PANTRY DESIGN ,7020,33347.8,19.232876712328768,67.31506849315069,201.94520547945206,374.6998799039039,High Demand,0.001879445042187662,0.2191227693923282,A
20726,LUNCH BAG WOODLAND,21115,33333.11,57.84931506849315,202.47260273972603,607.4178082191781,649.8461356351979,High Demand,0.0018786171300714282,0.22100138652239962,A
22197,SMALL POPCORN HOLDER,43970,33329.68,120.46575342465754,421.63013698630135,1264.890410958904,937.7632963600144,High Demand,0.0018784238190735602,0.22287981034147317,A
20685,DOORMAT RED RETROSPOT,4985,33132.45,13.657534246575343,47.801369863013704,143.40410958904113,315.75306807693886,Normal Demand,0.0018673081549016905,0.22474711849637485,A
22699,ROSES REGENCY TEACUP AND SAUCER ,12164,33096.0,33.326027397260276,116.64109589041097,349.9232876712329,493.23422427889165,High Demand,0.001865253873306271,0.22661237236968113,A
20725,LUNCH BAG RED RETROSPOT,20800,32940.4,56.986301369863014,199.45205479452056,598.3561643835617,644.9806198638839,High Demand,0.0018564844297878258,0.22846885679946896,A
22188,BLACK HEART CARD HOLDER,12382,32379.54,33.92328767123288,118.73150684931507,356.1945205479452,497.63440395535355,High Demand,0.0018248749818973692,0.23029373178136633,A
21755,LOVE BUILDING BLOCK WORD,5492,32325.16,15.046575342465754,52.66301369863014,157.9890410958904,331.42118218363777,High Demand,0.0018218101853772338,0.23211554196674355,A
48187,DOORMAT NEW ENGLAND,5249,32221.33,14.38082191780822,50.33287671232877,150.99863013698632,324.0061727807049,High Demand,0.0018159584416720916,0.23393150040841565,A
22727,ALARM CLOCK BAKELIKE RED ,8856,31993.09,24.263013698630136,84.92054794520547,254.7616438356164,420.85627000200435,High Demand,0.0018030950882745988,0.23573459549669024,A
82486,WOOD S/3 CABINET ANT WHITE FINISH,4072,31557.8,11.156164383561643,39.04657534246575,117.13972602739724,285.3769437077915,Normal Demand,0.0017785626263906403,0.23751315812308088,A
22630,DOLLY GIRL LUNCH BOX,17623,31443.489999999998,48.28219178082192,168.98767123287672,506.96301369863016,593.6834173193656,High Demand,0.0017721202415025075,0.23928527836458338,A
85152,HAND OVER THE CHOCOLATE   SIGN ,16404,31138.050000000003,44.942465753424656,157.2986301369863,471.89589041095894,572.7826813024291,High Demand,0.0017549059816806965,0.2410401843462641,A
22382,LUNCH BAG SPACEBOY DESIGN ,19035,30463.35,52.15068493150685,182.52739726027397,547.5821917808219,617.008914036094,High Demand,0.0017168806375811151,0.2427570649838452,A
21523,DOORMAT FANCY FONT HOME SWEET HOME,4930,30453.78,13.506849315068493,47.273972602739725,141.82191780821918,314.00636936215164,Normal Demand,0.0017163412829893957,0.2444734062668346,A
22385,JUMBO BAG SPACEBOY DESIGN,16545,30096.57,45.32876712328767,158.65068493150685,475.95205479452056,575.2390807307862,High Demand,0.0016962093233542819,0.24616961559018888,A
22622,BOX OF VINTAGE ALPHABET BLOCKS,3119,29731.56,8.545205479452054,29.90821917808219,89.72465753424657,249.7598846892751,Normal Demand,0.0016756377643654156,0.2478452533545543,A
20712,JUMBO BAG WOODLAND ANIMALS,15929,29504.5,43.64109589041096,152.74383561643836,458.2315068493151,564.4289149219767,High Demand,0.0016628409144599004,0.24950809426901419,A
22865,HAND WARMER OWL DESIGN,14623,29433.430000000004,40.06301369863014,140.22054794520548,420.6616438356165,540.7957100421563,High Demand,0.0016588354880405184,0.2511669297570547,A
48185,DOORMAT FAIRY CAKE,4786,29323.2,13.112328767123287,45.893150684931506,137.67945205479452,309.38648968563575,Normal Demand,0.0016526230474297329,0.2528195528044844,A
82483,WOOD 2 DRAWER CABINET WHITE FINISH,4998,29150.02,13.693150684931506,47.92602739726027,143.7780821917808,316.164514137814,Normal Demand,0.0016428628145985999,0.254462415619083,A
20679,EDWARDIAN PARASOL RED,6134,29140.670000000002,16.805479452054794,58.819178082191776,176.45753424657534,350.25704846583744,High Demand,0.0016423358589630122,0.256104751478046,A
15036,ASSORTED COLOURS SILK FAN,41078,28829.32,112.54246575342465,393.8986301369863,1181.6958904109588,906.3994704323254,High Demand,0.001624788518092396,0.2577295399961384,A
47590B,PINK HAPPY BIRTHDAY BUNTING,5691,28793.95,15.591780821917808,54.57123287671233,163.713698630137,337.3721980246742,High Demand,0.0016227951040998037,0.2593523351002382,A
20914,SET/5 RED SPOTTY LID GLASS BOWLS,10538,28548.7,28.87123287671233,101.04931506849316,303.14794520547946,459.08604857913076,High Demand,0.0016089730859577816,0.26096130818619595,A
22379,RECYCLING BAG RETROSPOT ,14507,28377.08,39.74520547945205,139.10821917808218,417.3246575342465,538.6464517659056,High Demand,0.0015993007729973988,0.26256060895919336,A
22659,LUNCH BOX I LOVE LONDON,16046,28119.82,43.961643835616435,153.86575342465753,461.59726027397255,566.4980141183197,High Demand,0.001584801884568381,0.26414541084376175,A
22752,SET 7 BABUSHKA NESTING BOXES,3579,28023.09,9.805479452054794,34.319178082191776,102.95753424657534,267.5443888404315,Normal Demand,0.0015793502889929366,0.26572476113275467,A
22139,RETROSPOT TEA SET CERAMIC 11 PC ,5791,27806.93,15.865753424657534,55.53013698630137,166.5904109589041,340.323375629709,High Demand,0.0015671677510048449,0.2672919288837595,A
22666,RECIPE BOX PANTRY YELLOW DESIGN,9807,27804.370000000003,26.86849315068493,94.03972602739725,282.11917808219175,442.87695808203887,High Demand,0.0015670234722425878,0.2688589523560021,A
21928,JUMBO BAG SCANDINAVIAN PAISLEY,15861,27707.95,43.45479452054794,152.0917808219178,456.2753424657534,563.2228688538845,High Demand,0.00156158934792351,0.2704205417039256,A
22077,6 RIBBONS RUSTIC CHARM,16284,27457.34,44.61369863013699,156.14794520547946,468.4438356164384,570.6838003658419,High Demand,0.001547465246123012,0.27196800695004864,A
20725,LUNCH BAG RED SPOTTY,17514,27331.3,47.983561643835614,167.94246575342464,503.8273972602739,591.8445741915693,High Demand,0.0015403617714375053,0.27350836872148615,A
22492,MINI PAINT SET VINTAGE ,43621,27120.489999999998,119.5095890410959,418.28356164383564,1254.850684931507,934.034260613603,High Demand,0.0015284807535189745,0.2750368494750051,A
22467,GUMBALL COAT RACK,11852,27051.530000000002,32.47123287671233,113.64931506849315,340.94794520547947,486.8675384537359,High Demand,0.0015245942443606717,0.2765614437193658,A
21977,PACK OF 60 PINK PAISLEY CAKE CASES,55270,26733.45,151.42465753424656,529.986301369863,1589.958904109589,1051.3800454640557,High Demand,0.0015066676081502152,0.278068111327516,A
23245,SET OF 3 REGENCY CAKE TINS,5856,26625.68,16.043835616438358,56.15342465753425,168.46027397260275,342.227994179319,High Demand,0.0015005938104125365,0.27956870513792853,A
72741,GRAND CHOCOLATECANDLE,19727,26508.95,54.04657534246575,189.16301369863012,567.4890410958903,628.1241915417683,High Demand,0.0014940150370069576,0.2810627201749355,A
23199,JUMBO BAG APPLES,13887,26451.260000000002,38.04657534246575,133.16301369863012,399.48904109589034,527.0104363293008,High Demand,0.0014907636925559353,0.28255348386749146,A
84991,60 TEATIME FAIRY CAKE CASES,53495,26121.57,146.56164383561645,512.9657534246576,1538.8972602739727,1034.3597053249898,High Demand,0.0014721827296150858,0.28402566659710654,A
22726,ALARM CLOCK BAKELIKE GREEN,6980,25900.21,19.123287671232877,66.93150684931507,200.7945205479452,373.6308338453881,High Demand,0.0014597071253911592,0.2854853737224977,A
22866,HAND WARMER SCOTTY DOG DESIGN,12554,25251.36,34.394520547945206,120.38082191780822,361.14246575342463,501.0788361126421,High Demand,0.0014231386586370267,0.28690851238113474,A
22867,HAND WARMER BIRD DESIGN,12458,25071.13,34.131506849315066,119.46027397260274,358.3808219178082,499.15929321209677,High Demand,0.0014129810956207713,0.2883214934767555,A
22624,IVORY KITCHEN SCALES,3014,24946.68,8.257534246575343,28.9013698630137,86.7041095890411,245.5198566307825,Normal Demand,0.0014059672315727605,0.2897274607083283,A
84077,WORLD WAR 2 GLIDERS ASSTD DESIGNS,109169,24905.87,299.0931506849315,1046.8260273972603,3140.478082191781,1477.6264751282713,High Demand,0.0014036672252103713,0.2911311279335386,A
22149,FELTCRAFT 6 FLOWER FRIENDS,12373,24656.19,33.8986301369863,118.64520547945204,355.93561643835613,497.4535154162648,High Demand,0.0013895955371789745,0.2925207234707176,A
22386,JUMBO BAG PINK WITH WHITE SPOTS,13777,24472.05,37.74520547945205,132.10821917808218,396.3246575342465,524.9190413768584,High Demand,0.0013792176108969277,0.29389994108161455,A
23355,HOT WATER BOTTLE KEEP CALM,5338,24426.3,14.624657534246575,51.18630136986301,153.55890410958904,326.7414880299103,High Demand,0.0013766391916104955,0.29527658027322506,A
47566B,TEA TIME PARTY BUNTING,5646,24414.3,15.468493150684932,54.13972602739726,162.41917808219176,336.03571238783536,High Demand,0.001375962884912415,0.2966525431581375,A
85099B,JUMBO BAG RED WHITE SPOTTY ,13890,24345.3,38.054794520547944,133.1917808219178,399.5753424657534,527.0673581241775,High Demand,0.0013720741213984517,0.29802461727953594,A
21485,RETROSPOT HEART HOT WATER BOTTLE,5158,24336.98,14.131506849315068,49.460273972602735,148.3808219178082,321.1853047696921,High Demand,0.0013716052154211158,0.29939622249495706,A
48138,DOOR MAT UNION FLAG,3738,24253.68,10.241095890410959,35.843835616438355,107.53150684931506,273.42274960214996,Normal Demand,0.0013669105197586064,0.3007631330147157,A
22697,GREEN REGENCY TEACUP AND SAUCER,8745,24191.590000000004,23.958904109589042,83.85616438356165,251.56849315068496,418.21047332652967,High Demand,0.0013634111961849545,0.3021265442109006,A
23201,JUMBO BAG ALPHABET,12540,24175.0,34.35616438356164,120.24657534246575,360.73972602739724,500.7993610219566,High Demand,0.0013624762021748579,0.30348902041307546,A
20972,PINK CREAM FELT CRAFT TRINKET BOX ,20301,24108.77,55.61917808219178,194.66712328767125,584.0013698630137,637.1969868102015,High Demand,0.001358743552790368,0.3048477639658658,A
22507,MEMO BOARD RETROSPOT  DESIGN,5436,23985.32,14.893150684931507,52.12602739726027,156.37808219178083,329.72715993681805,High Demand,0.001351786047633864,0.3061995500134997,A
20971,PINK BLUE FELT CRAFT TRINKET BOX,20859,23975.69,57.14794520547945,200.01780821917808,600.0534246575343,645.8947282645988,High Demand,0.0013512433115086542,0.30755079332500834,A
47590A,BLUE HAPPY BIRTHDAY BUNTING,4757,23905.670000000002,13.032876712328767,45.61506849315068,136.84520547945203,308.44772652752687,Normal Demand,0.0013472970619253543,0.3088980903869337,A
84755,COLOUR GLASS T-LIGHT HOLDER HANGING,39643,23848.11,108.6109589041096,380.1383561643836,1140.4150684931508,890.4268639253872,High Demand,0.0013440530441302275,0.31024214343106393,A
37503,TEA TIME CAKE STAND IN GIFT BOX,2388,23827.8,6.542465753424658,22.898630136986302,68.69589041095891,218.54061407436376,Normal Demand,0.0013429083950437261,0.3115850518261077,A
84836,ZINC METAL HEART DECORATION,19715,23815.18,54.013698630136986,189.04794520547944,567.1438356164383,627.933117457584,High Demand,0.0013421971458329113,0.3129272489719406,A
22158,3 HEARTS HANGING DECORATION RUSTIC,8439,23768.81,23.12054794520548,80.92191780821918,242.76575342465753,410.8284313433042,High Demand,0.0013395837840337451,0.31426683275597433,A
22551,PLASTERS IN TIN SPACEBOY,14951,23736.149999999998,40.961643835616435,143.36575342465753,430.09726027397255,546.8272121977838,High Demand,0.0013377431026371355,0.31560457585861146,A
21108,FAIRY CAKE FLANNEL ASSORTED COLOUR,12622,23534.52,34.58082191780822,121.03287671232877,363.09863013698634,502.43407527754323,High Demand,0.0013263794593426366,0.3169309553179541,A
22197,POPCORN HOLDER,30931,23427.71,84.74246575342465,296.5986301369863,889.7958904109589,786.5239983624149,High Demand,0.0013203597661408041,0.31825131508409493,A
22961,JAM MAKING SET PRINTED,16617,23416.449999999997,45.52602739726027,159.34109589041094,478.0232876712328,576.4893754441621,High Demand,0.0013197251650224383,0.31957104024911737,A
82583,HOT BATHS METAL SIGN,11978,23390.22,32.81643835616438,114.85753424657534,344.572602739726,489.44866942305606,High Demand,0.0013182468712982175,0.3208892871204156,A
71459,HANGING JAM JAR T-LIGHT HOLDER,29831,23239.43,81.72876712328767,286.05068493150685,858.1520547945206,772.4118072634571,High Demand,0.0013097485140479196,0.3221990356344635,A
21930,JUMBO STORAGE BAG SKULLS,12544,23232.89,34.367123287671234,120.28493150684932,360.85479452054796,500.8792269599529,High Demand,0.0013093799268974657,0.32350841556136095,A
22084,PAPER CHAIN KIT EMPIRE,8482,23182.7,23.23835616438356,81.33424657534246,244.0027397260274,411.8737670694748,High Demand,0.0013065512741327436,0.3248149668354937,A
23173,REGENCY TEAPOT ROSES ,2666,23073.32,7.304109589041096,25.564383561643837,76.69315068493151,230.91123835794568,Normal Demand,0.001300386738579739,0.32611535357407345,A
21481,FAWN BLUE HOT WATER BOTTLE,7832,22658.2,21.457534246575342,75.1013698630137,225.3041095890411,395.77771539084915,High Demand,0.0012769910355374713,0.3273923446096109,A
22383,LUNCH BAG SUKI  DESIGN ,14256,22600.4,39.057534246575344,136.7013698630137,410.10410958904106,533.9662910708877,High Demand,0.0012737334916083831,0.3286660781012193,A
84946,ANTIQUE SILVER TEA GLASS ETCHED,19508,22588.36,53.446575342465756,187.06301369863016,561.1890410958905,624.627889226858,High Demand,0.0012730549305546423,0.3299391330317739,A
82600,NO SINGING METAL SIGN,11412,22510.56,31.265753424657536,109.43013698630138,328.29041095890415,477.7447016974652,High Demand,0.0012686702087954197,0.3312078032405693,A
20914,SET/5 RED RETROSPOT LID GLASS BOWLS,7986,22435.18,21.87945205479452,76.57808219178082,229.73424657534247,399.6498467408689,High Demand,0.0012644218755536434,0.33247222511612295,A
84978,HANGING HEART JAR T-LIGHT HOLDER,19216,22321.06,52.64657534246575,184.26301369863012,552.7890410958903,619.9354805139,High Demand,0.001257990198854897,0.3337302153149779,A
22835,HOT WATER BOTTLE I AM SO POORLY,4827,22266.63,13.224657534246575,46.28630136986301,138.85890410958905,310.708866947823,Normal Demand,0.0012549225843901865,0.33498513789936807,A
21212,PACK OF 72 RETROSPOT CAKE CASES,46107,22214.26,126.32054794520548,442.12191780821917,1326.3657534246574,960.2812088133351,High Demand,0.0012519710692419795,0.33623710896861003,A
21231,SWEETHEART CERAMIC TRINKET BOX,18775,22152.0,51.43835616438356,180.03424657534248,540.1027397260275,612.7805479941412,High Demand,0.0012484621646567716,0.3374855711332668,A
23243,SET OF TEA COFFEE SUGAR TINS PANTRY,4663,22133.829999999998,12.775342465753425,44.71369863013699,134.14109589041095,305.3850029061676,Normal Demand,0.0012474381235980945,0.33873300925686495,A
84029G,KNITTED UNION FLAG HOT WATER BOTTLE,6073,22057.21,16.638356164383563,58.23424657534247,174.7027397260274,348.51111890440455,High Demand,0.00124311990533085,0.3399761291621958,A
22113,GREY HEART HOT WATER BOTTLE,5909,22032.62,16.18904109589041,56.66164383561643,169.9849315068493,343.7731810365666,High Demand,0.0012417340401886998,0.34121786320238445,A
84406B,CREAM CUPID HEARTS COAT HANGER,6934,21989.9,18.997260273972604,66.4904109589041,199.47123287671232,372.3976369420193,High Demand,0.001239326388343533,0.34245718959072796,A
22728,ALARM CLOCK BAKELIKE PINK,5979,21917.48,16.38082191780822,57.33287671232877,171.99863013698632,345.80341236026,High Demand,0.0012352448774206166,0.34369243446814857,A
22171,3 HOOK PHOTO SHELF ANTIQUE WHITE,3055,21914.02,8.36986301369863,29.294520547945204,87.8835616438356,247.1841418861655,Normal Demand,0.0012350498756560032,0.34492748434380455,A
21212,PACK OF 72 RETRO SPOT CAKE CASES,45156,21853.079999999998,123.71506849315068,433.00273972602736,1299.008219178082,950.3262597655607,High Demand,0.001231615364807584,0.34615909970861214,A
20749,ASSORTED COLOUR MINI CASES,3060,21830.84,8.383561643835616,29.342465753424655,88.02739726027397,247.38633753705963,Normal Demand,0.0012303619430604747,0.3473894616516726,A
22734,SET OF 6 RIBBONS VINTAGE CHRISTMAS,8858,21514.48,24.268493150684932,84.93972602739726,254.81917808219177,420.90378948163436,High Demand,0.00121253224414341,0.34860199389581603,A
22087,PAPER BUNTING WHITE LACE,7806,21495.65,21.386301369863013,74.85205479452054,224.55616438356162,395.12023486528756,High Demand,0.0012114710062163386,0.34981346490203236,A
22556,PLASTERS IN TIN CIRCUS PARADE ,13317,21288.41,36.484931506849314,127.6972602739726,383.09178082191784,516.0813889300795,High Demand,0.0011997911895404868,0.35101325609157286,A
22090,PAPER BUNTING RETROSPOT,7734,21218.140000000003,21.18904109589041,74.16164383561643,222.4849315068493,393.29378332234035,High Demand,0.00119583085023431,0.3522090869418072,A
